year,end,id,role,district,school,etlp_learningtargets,etlp_studentsassess,etlp_studentsidentify,etlp_feedbacktotargets,etlp_studenttostudentfeedback,etlp_studentsstatecriteria,etlp_instructionstatestandards,cfa_usecfa,cfa_allincfa,etlp_cfa_studentreviewscfa,cfa_cfausedtoplan,memberofteam,dbdm_teamreviewsdata,dbdm_teampositive,dbdm_effectiveteamingpractices,dbdm_datadeterminepractices,dbdm_visualrepresetations,lead_leadersmanage,lead_teachertoteacherfeedback,lead_leadercommitted,lead_leaderactive,pd_pdinstruuction,pd_coachinginstruction,pd_pdmonitor,pd_teacherfeedbackinstruction
Baseline,2017-03-01 18:03,R_27JSByyc7ZJQTv0,Teacher,MERAMEC VALLEY R-III,Coleman Elementary,3,4,2,5,3,2,5,4,5,3,5,1,5,4,4,4,4,5,5,5,5,5,5,5,4
Baseline,2017-03-01 18:21,R_3ps7fQHCDboPiLf,Teacher,FT. ZUMWALT R-II,Pheasant Point Elementary School,4,4,4,4,5,4,5,5,5,5,5,1,5,4,4,4,5,5,5,3,2,5,2,4,3
Baseline,2017-03-01 18:26,R_rqgusTtJ59Whth7,Special Educator,FT. ZUMWALT R-II,Forest Park Elementary School,3,4,4,5,2,4,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-01 18:34,R_0f8xAscX2ys3HtT,Teacher,FT. ZUMWALT R-II,Ostmann Elementary School,3,3,2,4,3,3,4,4,4,2,4,1,4,4,5,5,4,4,4,5,3,5,4,4,2
Baseline,2017-03-01 18:53,R_2dFRrtJTXe7AYJx,Teacher,MCDONALD CO. R-I,WHITE ROCK ELEM.,4,2,2,4,4,2,5,5,5,2,5,1,3,4,4,4,5,5,5,5,5,5,5,5,5
Baseline,2017-03-01 19:20,R_bCKQ0AOS8cE6MnL,Teacher,FT. ZUMWALT R-II,Pheasant Point Elementary School,3,2,4,5,4,4,5,5,5,5,5,1,5,4,5,5,5,4,2,5,4,4,5,5,2
Baseline,2017-03-01 19:24,R_1OP598XxKZS3taC,Teacher,FT. ZUMWALT R-II,Pheasant Point Elementary School,4,5,5,5,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,4,4,4,4
Baseline,2017-03-01 19:43,R_p3FKyLKjkB7hfKF,Teacher,MCDONALD CO. R-I,WHITE ROCK ELEM.,2,3,4,4,4,4,4,3,5,3,5,1,4,5,5,3,2,5,5,5,5,5,4,5,2
Baseline,2017-03-01 20:11,R_6YafrBvr2OFQlON,Teacher,POPLAR BLUFF R-I,Poplar Bluff Senior High School,1,2,2,5,2,2,3,5,5,5,5,1,3,5,3,4,2,4,3,5,4,5,5,5,4
Baseline,2017-03-01 20:13,R_125NQuM1eqBN9dD,Teacher,POPLAR BLUFF R-I,Poplar Bluff Senior High School,2,2,2,2,3,1,2,4,4,1,4,1,1,2,4,4,3,3,2,2,2,4,2,4,2
Baseline,2017-03-01 20:56,R_3JqqDGKUpyNgNqL,Teacher,MERAMEC VALLEY R-III,Coleman Elementary,3,3,4,5,5,3,4,4,4,4,5,1,3,3,4,3,3,4,3,5,2,5,3,4,3
Baseline,2017-03-01 21:41,R_DOYxvqanaN3RESR,Teacher,POPLAR BLUFF R-I,Eugene Field Elementary School,4,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-01 21:43,R_3CD8ktLYvDnI7Vm,Teacher,BELTON 124,Hillcrest Steam Academy,1,2,2,3,3,3,5,5,5,4,5,1,4,5,4,4,4,4,4,4,4,4,4,4,2
Baseline,2017-03-02 7:29,R_1NxFWLzEZ2ubh4Z,Teacher,MCDONALD CO. R-I,Pineville Elementary,5,4,2,5,4,4,4,5,5,4,5,1,5,5,5,5,4,5,5,5,5,5,5,5,4
Baseline,2017-03-02 7:32,R_3HHo6kPDR2Kj2if,Teacher,FT. ZUMWALT R-II,Forest Park Elementary School,3,3,2,3,2,1,5,5,5,3,4,1,1,3,4,2,1,4,3,4,4,5,5,3,1
Baseline,2017-03-02 7:34,R_2sSds6hqFNRtC76,Teacher,WILLOW SPRINGS R-IV,Willow Springs High School,2,4,4,5,4,4,5,4,4,5,5,1,5,5,5,5,4,4,5,4,4,5,2,5,2
Baseline,2017-03-02 7:38,R_2Cw80rsHKCCXsde,Special Educator,MERAMEC VALLEY R-III,Zitzman Elementary,2,2,4,5,4,3,5,3,3,4,4,0,,,,4,5,5,5,5,5,5,3,4,4
Baseline,2017-03-02 7:40,R_2Sf2qDlNlh45ouN,Teacher,MERAMEC VALLEY R-III,Zitzman Elementary,4,4,5,5,4,4,5,5,5,5,5,1,3,5,2,3,3,5,5,5,5,4,3,4,2
Baseline,2017-03-02 7:46,R_26bfksD8RhnVsNZ,Teacher,WILLOW SPRINGS R-IV,Willow Springs High School,2,2,4,5,2,1,5,4,1,1,1,0,,,,1,1,5,5,5,3,5,3,1,4
Baseline,2017-03-02 7:46,R_3NQfYC3pm9SKmRs,Teacher,WILLOW SPRINGS R-IV,Willow Springs High School,1,4,2,4,4,2,4,2,4,2,2,1,4,4,4,4,4,5,5,5,5,4,4,4,4
Baseline,2017-03-02 8:00,R_2BrGWClvBibcbdN,Teacher,MCDONALD CO. R-I,Noel Primary,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-02 8:04,R_1oFmsNpigdfJWyL,Teacher,MOUND CITY R-II,Mound City Elementary,4,5,4,4,3,4,5,5,5,5,4,1,5,5,4,4,4,4,4,4,4,4,4,4,4
Baseline,2017-03-02 8:20,R_AhTHTK7aX18D99n,Teacher,POPLAR BLUFF R-I,Eugene Field Elementary School,3,5,5,5,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-02 8:29,R_24qLuuxAu9rIEIp,Teacher,FT. ZUMWALT R-II,Pheasant Point Elementary School,4,4,3,5,3,3,5,5,5,4,5,1,5,3,4,4,3,4,2,4,4,3,2,3,2
Baseline,2017-03-02 8:39,R_ZeZZIirAXyig0G5,Special Educator,FT. ZUMWALT R-II,Forest Park Elementary School,3,4,3,5,4,3,5,5,5,5,4,1,5,5,5,4,4,4,4,4,4,4,4,4,4
Baseline,2017-03-02 8:41,R_C1wGApyqAggkJ0Z,Teacher,SEDALIA 200,Sedalia Middle School,3,5,4,4,4,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-02 8:43,R_RLkHMJzIwTWEUZH,Teacher,FT. ZUMWALT R-II,Pheasant Point Elementary School,3,3,4,4,4,3,5,4,4,2,5,1,4,4,3,4,4,4,2,4,3,4,2,4,2
Baseline,2017-03-02 9:07,R_2uPaj5LOr5EBC4i,Teacher,MERAMEC VALLEY R-III,Zitzman Elementary,4,4,3,3,3,3,5,5,5,5,5,1,4,5,3,4,4,5,5,5,4,4,4,3,2
Baseline,2017-03-02 9:12,R_30r7mdJnDz9Ao2D,Teacher,MCDONALD CO. R-I,Noel Primary,4,4,3,5,4,3,5,4,5,4,5,1,5,5,5,5,4,4,4,5,5,5,5,4,4
Baseline,2017-03-02 9:16,R_2e3hstDAl2eOBDD,Teacher,LINN CO. R-I,Linn County Elementary,2,2,4,5,5,4,5,5,5,5,5,1,5,4,5,5,5,5,4,5,5,5,5,5,4
Baseline,2017-03-02 9:26,R_2AEEYbhAcZJ3MBa,Teacher,LINN CO. R-I,Linn County High School,1,4,2,4,4,4,2,4,5,3,4,1,3,4,5,4,4,5,5,5,5,4,4,4,4
Baseline,2017-03-02 9:28,R_2wbogfmb4Y3qK0P,Instructional Coach,FT. ZUMWALT R-II,Pheasant Point Elementary School,4,4,4,3,4,4,4,4,4,3,4,0,,,,4,4,4,4,4,4,4,5,4,3
Baseline,2017-03-02 10:09,R_2Cm3Q3WyCoLtyPH,Special Educator,BELTON 124,Hillcrest Steam Academy,3,2,3,5,5,4,4,4,5,4,4,0,,,,3,4,5,5,5,5,5,5,5,5
Baseline,2017-03-02 10:34,R_2UXIGS9B9PPO08p,Teacher,WILLOW SPRINGS R-IV,Willow Springs High School,4,5,4,4,4,3,4,5,5,4,4,1,5,5,5,4,5,4,4,2,4,4,3,4,3
Baseline,2017-03-02 10:35,R_2QSDc9vT5rBbsEl,Teacher,MCDONALD CO. R-I,Pineville Elementary,5,4,4,5,2,3,5,4,5,4,4,1,1,2,1,2,1,3,3,3,3,4,3,3,1
Baseline,2017-03-02 10:48,R_2ALktptdG8hMvCb,Teacher,WILLOW SPRINGS R-IV,Willow Springs High School,1,3,2,4,4,4,5,4,5,2,4,0,,,,4,3,4,4,4,2,2,3,4,4
Baseline,2017-03-02 11:08,R_27rmN1TKnwIDrvK,Teacher,WILLOW SPRINGS R-IV,Willow Springs High School,4,4,4,5,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,3
Baseline,2017-03-02 12:54,R_3nxbgCOyrzEh340,Teacher,MCDONALD CO. R-I,WHITE ROCK ELEM.,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-02 13:34,R_1kUECypWMWrjiFk,Teacher,WILLOW SPRINGS R-IV,Willow Springs High School,1,4,5,5,3,2,5,4,4,5,5,0,,,,5,1,5,5,5,5,5,5,5,4
Baseline,2017-03-02 13:37,R_2wRKPqbATjMPPSM,Teacher,WILLOW SPRINGS R-IV,Willow Springs Middle School,4,4,3,3,5,4,5,5,5,4,5,1,5,5,5,5,5,5,4,4,4,5,4,5,4
Baseline,2017-03-02 13:41,R_Y96RrhzjCBMZfQ5,Teacher,GREEN FOREST R-II,Green Forest Elementary,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-02 13:41,R_2EzUOGIbr1CcZbX,Teacher,WILLOW SPRINGS R-IV,Willow Springs Middle School,3,4,4,5,4,2,5,4,4,2,4,1,4,4,5,2,3,3,4,4,4,4,3,4,3
Baseline,2017-03-02 14:01,R_3kAoWy71194fZKS,Teacher,WILLOW SPRINGS R-IV,Willow Springs High School,4,5,2,5,3,3,5,1,2,2,4,1,5,5,5,5,5,5,5,5,5,3,5,4,4
Baseline,2017-03-02 15:06,R_XZCnkIvXqYDBnxL,Teacher,WILLOW SPRINGS R-IV,Willow Springs Middle School,1,1,1,4,3,1,4,5,5,2,2,1,3,5,5,4,4,4,4,3,3,4,4,4,3
Baseline,2017-03-02 15:28,R_10Ji8V8wmhz4Vrr,Teacher,MCDONALD CO. R-I,Southwest City Elementary,2,2,2,3,2,3,4,5,5,2,5,1,4,4,5,5,4,5,5,5,5,5,4,4,3
Baseline,2017-03-02 15:30,R_3O6VAklJI6HbTur,Teacher,WILLOW SPRINGS R-IV,Willow Springs Middle School,3,5,4,4,4,4,3,4,3,4,4,1,4,3,5,5,5,3,3,4,3,5,4,5,4
Baseline,2017-03-02 15:59,R_2CjNTM0VoyaoLzL,Teacher,MCDONALD CO. R-I,WHITE ROCK ELEM.,3,4,3,5,4,4,5,4,5,3,4,1,4,4,5,5,5,5,5,5,4,5,5,4,4
Baseline,2017-03-02 16:03,R_2rMf3cmoy5OakST,Special Educator,MOUND CITY R-II,Mound City Elementary,2,4,2,4,3,2,4,4,4,2,4,0,,,,3,4,4,3,4,4,4,4,4,3
Baseline,2017-03-02 16:14,R_1C9BozmNaScAsB5,Teacher,WILLOW SPRINGS R-IV,Willow Springs High School,4,3,4,4,5,4,5,5,5,5,5,1,4,4,4,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-02 16:28,R_Xpj91eDGes94NgZ,Teacher,LINN CO. R-I,Linn County High School,2,4,1,5,4,1,5,5,5,5,5,1,2,4,5,2,5,5,5,5,4,5,4,4,3
Baseline,2017-03-02 16:34,R_1j6AtGH1Wl7LG0h,Building Administrator,GREEN FOREST R-II,Green Forest Elementary,4,5,4,5,3,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-02 17:53,R_oZSED5aqoN8R1HH,Teacher,POPLAR BLUFF R-I,Eugene Field Elementary School,4,3,2,4,4,2,5,5,5,5,5,1,5,4,5,4,5,5,5,5,5,5,5,4,4
Baseline,2017-03-02 18:14,R_2D1WAuMVCH8J3y1,Teacher,MERAMEC VALLEY R-III,Zitzman Elementary,5,5,4,5,4,5,5,5,5,5,5,1,4,5,3,4,5,5,5,5,5,5,3,4,3
Baseline,2017-03-02 19:07,R_3s0VBz8uJAKv9Ep,Teacher,MCDONALD CO. R-I,Noel Primary,4,4,4,5,4,4,5,5,5,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
Baseline,2017-03-02 19:14,R_1f8Zcdj6RpWq3i4,Teacher,SEDALIA 200,Sedalia Middle School,3,5,4,5,5,2,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5
Baseline,2017-03-02 22:00,R_plMIDHUScXnr4Fr,Teacher,MERAMEC VALLEY R-III,Zitzman Elementary,3,4,4,4,2,4,5,5,5,4,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-02 22:49,R_3EGWCtnI8Kz8HOG,Teacher,FT. ZUMWALT R-II,Ostmann Elementary School,2,5,4,4,3,4,5,5,5,1,5,1,5,4,5,3,5,4,5,4,4,5,5,5,4
Baseline,2017-03-03 7:14,R_3OlANDj3d0Wyuzq,Teacher,POPLAR BLUFF R-I,Poplar Bluff Senior High School,2,2,2,4,3,3,5,5,5,5,5,1,4,5,5,5,2,5,5,5,4,5,5,5,5
Baseline,2017-03-03 8:09,R_1IN41grMki48qzc,Teacher,FT. ZUMWALT R-II,Ostmann Elementary School,2,2,2,5,4,2,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,3,5,4
Baseline,2017-03-03 8:13,R_2yrXevbpb79XMHO,Teacher,FT. ZUMWALT R-II,Pheasant Point Elementary School,4,4,4,4,4,3,5,5,5,4,5,1,4,5,5,5,5,5,5,5,5,4,4,4,3
Baseline,2017-03-03 8:14,R_BJK0h7qHdu73BL3,Teacher,BELTON 124,Hillcrest Steam Academy,2,4,2,4,2,3,5,4,3,4,4,0,,,,3,3,2,3,4,2,4,4,3,2
Baseline,2017-03-03 8:33,R_1KxRrmb8WSTVG4X,Teacher,MERAMEC VALLEY R-III,Truman Elementary,5,5,4,5,4,4,5,5,5,4,5,1,5,4,5,4,4,4,4,4,4,4,3,4,4
Baseline,2017-03-03 8:57,R_2rw4DCR9NvhQB98,Teacher,WILLOW SPRINGS R-IV,Willow Springs Middle School,2,1,4,4,1,4,4,5,4,4,2,0,,,,5,5,4,4,5,5,5,5,4,5
Baseline,2017-03-03 9:33,R_3PaVX5SF2BsJhpw,Special Educator,WILLOW SPRINGS R-IV,Willow Springs Middle School,2,2,2,4,2,4,4,5,5,5,5,1,4,4,5,5,2,4,4,4,4,5,4,3,4
Baseline,2017-03-03 9:55,R_1LBb9xVJLZIu6bx,Other,WILLOW SPRINGS R-IV,Willow Springs Middle School,2,2,2,2,3,2,4,2,2,2,2,1,5,5,5,5,5,4,3,4,3,4,3,3,3
Baseline,2017-03-03 10:38,R_1FxgIwP0JWgiHbi,Other,FT. ZUMWALT R-II,Dardenne Elementary School,2,5,3,4,4,4,5,5,5,5,5,1,2,2,2,4,4,5,5,5,5,5,5,5,5
Baseline,2017-03-03 10:38,R_xnhMb7tImm26RQR,Teacher,FT. ZUMWALT R-II,Dardenne Elementary School,2,4,3,4,4,1,5,5,5,2,5,1,5,5,5,5,5,5,4,5,4,4,5,4,2
Baseline,2017-03-03 10:39,R_2S798rjZ4npjASf,Teacher,MCDONALD CO. R-I,Noel Primary,2,3,2,4,3,2,5,4,5,3,4,1,5,5,5,5,5,5,3,4,4,5,4,4,4
Baseline,2017-03-03 11:33,R_cUBc4dWYEGxaWRj,Other,FT. ZUMWALT R-II,Dardenne Elementary School,4,2,3,4,4,5,5,4,4,2,4,0,,,,3,4,5,5,5,5,5,4,4,3
Baseline,2017-03-03 11:35,R_1PTsIBknUMmekwl,Teacher,FT. ZUMWALT R-II,Dardenne Elementary School,3,3,2,3,2,2,3,4,5,1,4,1,4,3,4,4,4,5,4,5,4,4,3,4,3
Baseline,2017-03-03 12:19,R_31BGLirqEjUbIh8,Teacher,LINN CO. R-I,Linn County Elementary,2,4,4,5,4,4,5,5,5,4,5,1,4,5,5,5,4,5,4,5,4,5,5,5,4
Baseline,2017-03-03 12:25,R_exhzfk5zlAkBiQp,Teacher,FT. ZUMWALT R-II,Dardenne Elementary School,1,1,2,4,2,2,5,5,5,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-03 12:42,R_2aLcxYjykkcWvtE,Teacher,FT. ZUMWALT R-II,Ostmann Elementary School,2,2,2,4,3,2,5,5,5,4,5,1,4,4,3,4,2,5,4,5,5,5,5,5,4
Baseline,2017-03-03 12:53,R_1DD5l93mQMTSGZd,Teacher,GREEN FOREST R-II,Green Forest Elementary,4,5,5,5,3,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-03 12:53,R_3MLmvRpKz0eFNKZ,Teacher,LINN CO. R-I,Linn County High School,4,4,3,5,4,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,4
Baseline,2017-03-03 13:57,R_2QQGYFGz7kVN6vH,Teacher,WILLOW SPRINGS R-IV,Willow Springs Middle School,5,4,4,4,3,3,5,5,5,4,5,1,4,5,5,5,5,4,4,4,4,4,3,4,2
Baseline,2017-03-03 14:01,R_3efcvmpcke2gjVU,Teacher,BELTON 124,Gladden Elementary,5,5,4,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-03 14:14,R_24ivo608R54oJB5,Teacher,BELTON 124,Gladden Elementary,2,2,2,4,4,2,5,5,5,2,5,1,5,5,5,5,5,5,5,5,5,5,5,3,5
Baseline,2017-03-03 14:18,R_2QVsKivD13UmUCV,Teacher,BELTON 124,Gladden Elementary,2,4,2,5,2,2,1,4,5,2,3,1,5,4,3,4,2,2,4,3,3,2,4,2,4
Baseline,2017-03-03 14:21,R_3Krohoda7qZ8CYQ,Building Administrator,MERAMEC VALLEY R-III,MERAMEC VALLEY EARLY CHILDHOOD,2,2,2,3,3,2,4,4,4,2,4,1,4,4,4,4,3,3,3,3,4,4,4,4,3
Baseline,2017-03-03 14:22,R_2dRP4rFPrWaJVTv,Special Educator,BELTON 124,Gladden Elementary,2,4,4,5,5,4,5,5,5,5,5,0,,,,4,5,5,5,5,5,4,5,5,5
Baseline,2017-03-03 14:37,R_1MSNwnbKR5Y1CR9,Other,BELTON 124,Gladden Elementary,1,1,1,4,1,1,4,4,4,5,5,0,,,,5,5,5,5,5,5,5,5,5,1
Baseline,2017-03-03 14:40,R_tWikYsey6Vurxmh,Teacher,BELTON 124,Hillcrest Steam Academy,4,4,4,5,2,2,5,4,5,4,4,1,5,5,5,5,4,5,4,5,5,5,3,4,3
Baseline,2017-03-03 14:52,R_32S0PKFdiFIZjO2,Teacher,BELTON 124,Gladden Elementary,2,3,4,3,3,2,5,5,5,4,5,1,5,5,5,5,5,4,5,5,5,4,4,4,4
Baseline,2017-03-03 14:52,R_3j2KcFg1cksTDU7,Teacher,BELTON 124,Gladden Elementary,3,2,3,5,5,5,5,4,4,4,5,1,5,5,5,5,4,5,4,4,5,4,4,4,4
Baseline,2017-03-03 14:53,R_1TAUWMclK6dvCYp,Teacher,BELTON 124,Gladden Elementary,4,2,4,4,2,2,5,5,5,4,5,1,5,5,5,4,3,4,4,5,4,4,4,4,4
Baseline,2017-03-03 15:25,R_1pPA9uos5zq4JsB,Special Educator,FT. ZUMWALT R-II,Dardenne Elementary School,1,1,1,5,2,1,2,2,5,2,5,1,3,4,2,2,4,3,4,4,3,2,3,3,3
Baseline,2017-03-03 16:50,R_SWdzxOxJlA1y4VP,Teacher,FT. ZUMWALT R-II,Ostmann Elementary School,4,4,3,4,4,4,5,5,5,4,5,1,5,5,4,5,4,5,5,5,5,5,5,5,3
Baseline,2017-03-03 19:50,R_3kOm6rloG4DoQZT,Teacher,BELTON 124,Hillcrest Steam Academy,4,4,2,5,2,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-03 21:34,R_30dTkPddgvsi7sj,Teacher,GREEN FOREST R-II,Green Forest Elementary,4,4,4,5,3,4,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,3
Baseline,2017-03-04 5:20,R_CjHrthDN9ksgVAR,Teacher,LINN CO. R-I,Linn County High School,1,5,5,5,4,4,4,5,5,4,4,1,4,5,5,5,5,4,4,4,4,4,3,4,4
Baseline,2017-03-04 14:26,R_D1Sax2pw3VppVx7,Teacher,MERAMEC VALLEY R-III,Coleman Elementary,4,4,3,5,3,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-04 16:24,R_3GCkEazrXJKw0Kz,Teacher,BELTON 124,Gladden Elementary,2,2,3,4,3,3,5,5,5,3,5,1,5,5,5,5,5,5,4,4,4,4,4,3,4
Baseline,2017-03-04 21:53,R_338xg78Bpuagm0l,Teacher,BELTON 124,Gladden Elementary,2,2,2,2,2,2,5,5,4,5,5,0,,,,5,5,4,4,4,4,4,4,4,4
Baseline,2017-03-05 0:05,R_2duWUsH5ojm3Ra6,Teacher,FT. ZUMWALT R-II,Dardenne Elementary School,2,2,4,5,4,2,4,5,5,3,5,1,5,3,4,4,5,4,4,3,3,3,5,4,3
Baseline,2017-03-05 12:51,R_2fqdOsNXPuZZ4LT,Teacher,SEDALIA 200,Washington Elementary,3,4,1,4,3,2,5,5,5,4,4,1,4,5,5,4,2,4,5,5,5,5,4,4,4
Baseline,2017-03-05 14:23,R_1dLgLC0haMYVcAW,Teacher,SEDALIA 200,Washington Elementary,3,4,3,5,5,4,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,4
Baseline,2017-03-05 14:27,R_2V4TxnJ4bE3TJT5,Teacher,GREEN FOREST R-II,Green Forest Elementary,1,1,3,5,2,2,5,4,5,5,5,1,5,5,5,4,4,5,5,5,5,5,4,4,3
Baseline,2017-03-05 15:04,R_2CjQSPfy7gdmcVH,Teacher,FT. ZUMWALT R-II,Dardenne Elementary School,1,4,3,5,4,3,5,5,5,4,3,1,5,5,5,4,5,5,5,5,5,5,5,4,3
Baseline,2017-03-05 16:51,R_vlCyiGH84MMu94B,Teacher,FT. ZUMWALT R-II,Dardenne Elementary School,2,2,2,5,5,3,5,5,5,4,5,1,5,5,5,5,4,5,4,5,5,5,5,5,5
Baseline,2017-03-05 18:03,R_bEgzzvhZvaOuLmh,Teacher,SEDALIA 200,Washington Elementary,,2,2,3,4,2,5,5,5,4,4,1,4,4,4,4,5,4,3,4,4,4,4,4,3
Baseline,2017-03-05 19:33,R_3MbthtTR05VwqT0,Teacher,FT. ZUMWALT R-II,Ostmann Elementary School,2,4,3,5,5,3,5,5,5,4,5,1,5,5,5,5,5,5,5,5,4,4,4,5,3
Baseline,2017-03-05 21:31,R_3GcAs7SDjgXazIs,Teacher,BELTON 124,Gladden Elementary,4,4,5,5,4,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4
Baseline,2017-03-06 7:35,R_2uw8gxfXwW6dm1H,Special Educator,MCDONALD CO. R-I,Rocky Comfort Elementary,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-06 7:50,R_25FtjToDwvMxZDj,Teacher,MCDONALD CO. R-I,Rocky Comfort Elementary,5,5,4,5,5,5,4,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-06 7:58,R_27TjuqyDfgc44eo,Teacher,SEDALIA 200,Washington Elementary,3,2,2,4,3,2,5,5,5,5,4,1,5,5,4,5,5,5,5,5,5,5,4,5,5
Baseline,2017-03-06 8:03,R_Y4hXKxbhtRb5KJb,Teacher,MOUND CITY R-II,Mound City Elementary,2,4,4,4,3,3,5,4,4,2,5,1,5,5,3,4,3,3,4,4,3,4,3,4,2
Baseline,2017-03-06 8:07,R_2zwDbTcE1p0Pb3v,Teacher,FT. ZUMWALT R-II,Flint Hill Elementary School,4,4,4,4,4,4,4,4,4,4,4,1,5,5,5,4,4,5,4,5,4,5,4,5,4
Baseline,2017-03-06 8:25,R_24r7sx5jyBFGBDO,Teacher,MCDONALD CO. R-I,Rocky Comfort Elementary,4,4,4,5,4,4,5,4,5,4,5,1,2,2,2,4,4,4,4,3,3,3,4,4,4
Baseline,2017-03-06 8:27,R_Uu8II02k3dErplf,Special Educator,FT. ZUMWALT R-II,Flint Hill Elementary School,4,4,3,5,3,4,5,4,5,4,5,1,5,4,4,4,5,5,4,5,5,5,5,4,4
Baseline,2017-03-06 8:47,R_2YeTdI4cw2yoQ20,Other,BELTON 124,Gladden Elementary,,,,,,,5,,,,,0,,,,5,5,5,5,5,5,5,,3,2
Baseline,2017-03-06 8:50,R_2QWIf9CVGp14Dsf,Teacher,GREEN FOREST R-II,Green Forest Elementary,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-06 8:50,R_3M6kib76KNzvxB8,Special Educator,MCDONALD CO. R-I,Rocky Comfort Elementary,3,5,3,5,3,4,4,4,4,5,5,1,4,4,4,4,5,5,5,5,5,5,5,5,5
Baseline,2017-03-06 8:58,R_2v6rjWtklI0qjDO,Instructional Coach,GREEN FOREST R-II,Green Forest Elementary,4,5,4,5,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-06 9:08,R_2zYndx4QW142T68,Teacher,FT. ZUMWALT R-II,Pheasant Point Elementary School,2,2,2,4,2,2,4,4,5,2,5,1,,4,2,4,4,4,4,4,4,3,3,3,3
Baseline,2017-03-06 9:13,R_1i8SJN8aL5MIuOo,Teacher,POPLAR BLUFF R-I,Lake Road Elementary School,,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,3,5,4
Baseline,2017-03-06 9:17,R_BE6UoSBjoaRimch,Teacher,POPLAR BLUFF R-I,Poplar Bluff Junior High School,4,4,4,5,4,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-06 9:18,R_UEMRZqtCTdBLnB7,Other,POPLAR BLUFF R-I,Poplar Bluff Junior High School,4,1,2,5,2,1,5,5,5,4,2,0,,,,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-06 9:21,R_r3DM3wgrtl5NOHT,Special Educator,POPLAR BLUFF R-I,Poplar Bluff Junior High School,2,3,3,4,4,4,4,4,4,3,3,1,4,5,3,5,5,5,4,5,5,5,5,5,5
Baseline,2017-03-06 9:22,R_31BLZDrXOecbsPY,Teacher,POPLAR BLUFF R-I,Poplar Bluff Junior High School,1,2,2,4,4,1,5,5,5,5,4,1,4,4,4,4,4,4,3,4,4,4,2,4,2
Baseline,2017-03-06 9:23,R_1DYUUZIIYxyrB9n,Special Educator,POPLAR BLUFF R-I,Poplar Bluff Junior High School,1,1,1,3,2,2,2,5,5,5,5,1,4,5,3,3,3,4,4,4,4,5,2,4,2
Baseline,2017-03-06 9:26,R_AnbA3ANOVFQysiR,Teacher,POPLAR BLUFF R-I,Poplar Bluff Junior High School,4,5,5,5,4,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-06 9:26,R_3wtMnvZwpfbEotr,Teacher,MCDONALD CO. R-I,Rocky Comfort Elementary,5,4,5,4,5,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
